class,precision,recall,mAP50,mAP50-95
all,0.9736098892750197,0.877331169841518,0.9632213716096848,0.8105984510579677
hitam,0.9334702317867302,0.9276733115116954,0.9763463839043736,0.8192487010114494
hitam-sebagian,0.9881769470004764,0.7668201980128586,0.9388463463092961,0.7857861499797345
kulit-kopi-kecil,0.9991824890378527,0.9375,0.9744713846153846,0.8267605021827193
