class,precision,recall,mAP50,mAP50-95
all,0.9533121088097026,0.8933506175953347,0.9652946695319528,0.8115567710290329
hitam,0.914152707546256,0.9421487603305785,0.9843758148976798,0.8364304136194054
hitam-sebagian,0.9457836188828518,0.8002287030489545,0.9202008166489983,0.7629994292927551
kulit-kopi-kecil,1.0,0.9376743894064713,0.9913073770491803,0.8352404701749381
