class,precision,recall,mAP50,mAP50-95
all,0.9156396310146534,0.9436277611827371,0.9733095767480534,0.8208769541050444
hitam,0.928336918658441,0.9669421487603306,0.9848051524105255,0.8334304634251286
hitam-sebagian,0.831252758184193,0.8899082568807339,0.9458110778336347,0.7963729114244462
kulit-kopi-kecil,0.9873292162013262,0.9740328779071469,0.9893124999999999,0.8328274874655579
