class,precision,recall,mAP50,mAP50-95
all,0.8943892480533536,0.8096937904967608,0.9038091122093853,0.7037245599610045
hitam,0.9157665335940772,0.8086538328962571,0.9420549537893926,0.7380476682132115
hitam-sebagian,0.8564035049542296,0.7247706422018348,0.8320013387759164,0.6624375964928297
kulit-kopi-kecil,0.9109977056117537,0.8956568963921905,0.937371044062847,0.7106884151769717
