class,precision,recall,mAP50,mAP50-95
all,0.9144309397146033,0.8914561652319194,0.9451508053924752,0.7606012976324255
hitam,0.8708543357666165,0.9504132231404959,0.9734524951662951,0.7901103630327379
hitam-sebagian,0.8867396021936846,0.8623853211009175,0.9039013326076637,0.7202687851205989
kulit-kopi-kecil,0.9856988811835089,0.8615699514543446,0.9580985884034666,0.7714247447439401
